date,total_visits,total_revenue,year,month,day_of_week,day_of_year,is_weekend,lag_1,lag_3,lag_7,lag_14,lag_30,rolling_mean_7,rolling_std_7,rolling_sum_7,rolling_mean_14,rolling_std_14,rolling_sum_14,rolling_mean_30,rolling_std_30,rolling_sum_30
2022-07-11,5,7757.37,2022,7,0,192,0,7.0,10.0,13.0,10.0,4.0,9.857142857142858,5.30498417932209,69.0,10.642857142857142,4.924149951743239,149.0,9.866666666666667,4.819023605020714,296.0
2022-07-12,11,29741.04,2022,7,1,193,0,5.0,5.0,8.0,14.0,2.0,10.285714285714286,5.250850271282649,72.0,10.428571428571429,4.83121716968504,146.0,10.166666666666666,4.58696303506549,305.0
2022-07-13,9,27534.989999999998,2022,7,2,194,0,11.0,7.0,15.0,15.0,10.0,9.428571428571429,4.825527358301353,66.0,10.0,4.657500154837127,140.0,10.133333333333333,4.591846847540117,304.0
2022-07-14,12,25995.36,2022,7,3,195,0,9.0,5.0,19.0,13.0,7.0,8.428571428571429,2.8199966227606676,59.0,9.928571428571429,4.615430402703303,139.0,10.3,4.5648582710181165,309.0
2022-07-15,14,31357.449999999997,2022,7,4,196,0,12.0,11.0,10.0,15.0,11.0,9.0,3.511884584284329,63.0,9.857142857142858,4.537995878513637,138.0,10.4,4.613324031616402,312.0
2022-07-16,5,10931.24,2022,7,5,197,1,14.0,9.0,5.0,8.0,11.0,9.0,3.511884584284329,63.0,9.642857142857142,4.700362389583036,135.0,10.2,4.715345454854865,306.0
2022-07-17,5,9038.94,2022,7,6,198,1,5.0,12.0,7.0,2.0,16.0,8.714285714285714,3.7733400639348473,61.0,9.857142857142858,4.382783500104856,138.0,9.833333333333334,4.676303678329043,295.0
2022-07-18,10,26777.239999999998,2022,7,0,199,0,5.0,14.0,5.0,13.0,2.0,9.428571428571429,3.408672412985468,66.0,9.642857142857142,4.289650207312836,135.0,10.1,4.436136871741822,303.0
2022-07-19,10,20509.39,2022,7,1,200,0,10.0,5.0,11.0,8.0,6.0,9.285714285714286,3.352326839390187,65.0,9.785714285714286,4.263955755084572,137.0,10.233333333333333,4.368250129674586,307.0
2022-07-20,12,37412.649999999994,2022,7,2,201,0,10.0,5.0,9.0,15.0,15.0,9.714285714285714,3.498298906339447,68.0,9.571428571428571,4.051861599016256,134.0,10.133333333333333,4.288986162119238,304.0
2022-07-21,4,9074.74,2022,7,3,202,0,12.0,10.0,12.0,19.0,12.0,8.571428571428571,3.909694909544081,60.0,8.5,3.275785284595033,119.0,9.866666666666667,4.415750284460429,296.0
2022-07-22,11,33580.15,2022,7,4,203,0,4.0,10.0,14.0,10.0,14.0,8.142857142857142,3.338091841585217,57.0,8.571428571428571,3.3215910393916896,120.0,9.766666666666667,4.3524335906386025,293.0
2022-07-23,6,8951.02,2022,7,5,204,1,11.0,12.0,5.0,5.0,14.0,8.285714285714286,3.199702367111021,58.0,8.642857142857142,3.248837492849587,121.0,9.5,4.329131472979829,285.0
2022-07-24,7,23791.33,2022,7,6,205,1,6.0,4.0,5.0,7.0,11.0,8.571428571428571,2.9358214555807427,60.0,8.642857142857142,3.248837492849587,121.0,9.366666666666667,4.342916018095393,281.0
2022-07-25,11,32349.39,2022,7,0,206,0,7.0,11.0,10.0,5.0,2.0,8.714285714285714,3.0394235042349464,61.0,9.071428571428571,3.12469778758465,127.0,9.666666666666666,4.121711507023038,290.0
2022-07-26,21,46119.729999999996,2022,7,1,207,0,11.0,6.0,10.0,11.0,4.0,10.285714285714286,5.589105048046219,72.0,9.785714285714286,4.457984564085718,137.0,10.233333333333333,4.469693604660163,307.0
2022-07-27,12,27411.21,2022,7,2,208,0,21.0,7.0,12.0,9.0,10.0,10.285714285714286,5.589105048046219,72.0,10.0,4.48930352658921,140.0,10.3,4.480994347778998,309.0
2022-07-28,12,26810.41,2022,7,3,209,0,12.0,11.0,4.0,12.0,14.0,11.428571428571429,4.85994317035169,80.0,10.0,4.48930352658921,140.0,10.233333333333333,4.438727165593133,307.0
2022-07-29,12,26437.29,2022,7,4,210,0,12.0,21.0,11.0,14.0,15.0,11.571428571428571,4.8599431703516895,81.0,9.857142857142858,4.382783500104856,138.0,10.133333333333333,4.360744426588506,304.0
2022-07-30,4,4702.26,2022,7,5,211,1,12.0,12.0,6.0,5.0,13.0,11.285714285714286,5.282495802626096,79.0,9.785714285714286,4.475206422889641,137.0,9.833333333333334,4.46506232982196,295.0
2022-07-31,1,2873.52,2022,7,6,212,1,4.0,12.0,7.0,5.0,15.0,10.428571428571429,6.451282633635586,73.0,9.5,4.910741758164929,133.0,9.366666666666667,4.634825692019277,281.0
2022-08-01,12,23196.67,2022,8,0,213,0,1.0,12.0,11.0,10.0,8.0,10.571428571428571,6.477065767180492,74.0,9.642857142857142,4.955294648650595,135.0,9.5,4.651658955091445,285.0
2022-08-02,9,46713.51,2022,8,1,214,0,12.0,4.0,21.0,10.0,2.0,8.857142857142858,4.561745697594769,62.0,9.571428571428571,4.956957592256437,134.0,9.733333333333333,4.4328968759315135,292.0
2022-08-03,20,42502.8,2022,8,2,215,0,9.0,1.0,12.0,12.0,13.0,10.0,6.191391873668944,70.0,10.142857142857142,5.668497872617428,142.0,9.966666666666667,4.78130939599495,299.0
2022-08-04,11,31799.26,2022,8,3,216,0,20.0,12.0,12.0,4.0,8.0,9.857142857142858,6.148944934663533,69.0,10.642857142857142,5.386695045803476,149.0,10.066666666666666,4.77011771222739,302.0
2022-08-05,8,14981.630000000001,2022,8,4,217,0,11.0,9.0,12.0,11.0,15.0,9.285714285714286,6.10230245383624,65.0,10.428571428571429,5.430884411815969,146.0,9.833333333333334,4.691028365554453,295.0
2022-08-06,5,9557.58,2022,8,5,218,1,8.0,20.0,4.0,6.0,19.0,9.428571428571429,5.968169536721302,66.0,10.357142857142858,5.499750244079538,145.0,9.366666666666667,4.437173170739012,281.0
2022-08-07,2,2767.21,2022,8,6,219,1,5.0,11.0,1.0,7.0,10.0,9.571428571428571,5.740416444159908,67.0,10.0,5.883484054145536,140.0,9.1,4.633833595750184,273.0
2022-08-08,16,37373.17,2022,8,0,220,0,2.0,8.0,12.0,11.0,5.0,10.142857142857142,6.20291790016529,71.0,10.357142857142858,6.096747466504567,145.0,9.466666666666667,4.73237808071695,284.0
2022-08-09,10,17613.35,2022,8,1,221,0,16.0,5.0,9.0,21.0,7.0,10.285714285714286,6.183695920571751,72.0,9.571428571428571,5.272778944939563,134.0,9.566666666666666,4.710101641288015,287.0
2022-08-10,17,40596.229999999996,2022,8,2,222,0,10.0,2.0,20.0,12.0,5.0,9.857142857142858,5.459809869356654,69.0,9.928571428571429,5.6085687974780285,139.0,9.966666666666667,4.817234385665336,299.0
2022-08-11,11,24846.37,2022,8,3,223,0,17.0,16.0,11.0,12.0,11.0,9.857142857142858,5.459809869356654,69.0,9.857142857142858,5.586482901503538,138.0,9.966666666666667,4.817234385665336,299.0
2022-08-12,13,32281.05,2022,8,4,224,0,11.0,10.0,8.0,12.0,9.0,10.571428571428571,5.503245795502393,74.0,9.928571428571429,5.622267345999324,139.0,10.1,4.844833721925157,303.0
2022-08-13,7,15449.95,2022,8,5,225,1,13.0,17.0,5.0,4.0,12.0,10.857142857142858,5.20988072251732,76.0,10.142857142857142,5.432907464377035,142.0,9.933333333333334,4.863185654757937,298.0
2022-08-15,9,24606.21,2022,8,0,227,0,7.0,11.0,2.0,1.0,14.0,11.857142857142858,3.6709931185158697,83.0,10.714285714285714,4.778615367987366,150.0,9.766666666666667,4.804332336069394,293.0
2022-08-16,14,34800.62,2022,8,1,228,0,9.0,13.0,16.0,12.0,5.0,11.571428571428571,3.359421718944303,81.0,10.857142857142858,4.849379704300719,152.0,10.066666666666666,4.777341154423332,302.0
2022-08-17,14,29233.21,2022,8,2,229,0,14.0,7.0,10.0,9.0,5.0,12.142857142857142,3.3876526498728956,85.0,11.214285714285714,4.88606450772261,157.0,10.366666666666667,4.730556089884145,311.0
2022-08-18,14,28676.83,2022,8,3,230,0,14.0,9.0,17.0,20.0,10.0,11.714285714285714,2.811540841738264,82.0,10.785714285714286,4.281958060883483,151.0,10.5,4.776017674547066,315.0
2022-08-19,6,10541.32,2022,8,4,231,0,14.0,14.0,11.0,11.0,10.0,11.0,3.559026084010499,77.0,10.428571428571429,4.467218816673764,146.0,10.366666666666667,4.845782619495229,311.0
2022-08-20,2,7493.58,2022,8,5,232,1,6.0,14.0,13.0,8.0,12.0,9.428571428571429,4.7559486560567645,66.0,10.0,4.9768695752682675,140.0,10.033333333333333,5.068382951901539,301.0
2022-08-21,5,11172.0,2022,8,6,233,1,2.0,14.0,7.0,5.0,4.0,9.142857142857142,4.980915960897589,64.0,10.0,4.9768695752682675,140.0,10.066666666666666,5.030481798638824,302.0
2022-08-22,21,43278.62,2022,8,0,234,0,5.0,6.0,9.0,2.0,11.0,10.857142857142858,6.69399162006678,76.0,11.357142857142858,5.21251663501709,159.0,10.4,5.411354601270315,312.0
2022-08-23,9,26192.92,2022,8,1,235,0,21.0,2.0,14.0,16.0,6.0,10.142857142857142,6.568322247184409,71.0,10.857142857142858,5.066589550213227,152.0,10.5,5.354662808534558,315.0
2022-08-24,17,24907.75,2022,8,2,236,0,9.0,5.0,14.0,10.0,7.0,10.571428571428571,6.948792289723068,74.0,11.357142857142858,5.314814460284852,159.0,10.833333333333334,5.439848713244541,325.0
2022-08-25,11,33438.91,2022,8,3,237,0,17.0,21.0,14.0,17.0,11.0,10.142857142857142,6.792853387410746,71.0,10.928571428571429,5.060621514190753,153.0,10.833333333333334,5.439848713244541,325.0
2022-08-26,20,53794.96,2022,8,4,238,0,11.0,9.0,6.0,11.0,21.0,12.142857142857142,7.403345447128899,85.0,11.571428571428571,5.611996569359761,162.0,10.8,5.378116578416115,324.0
2022-08-27,1,3183.49,2022,8,5,239,1,20.0,17.0,2.0,13.0,12.0,12.0,7.63762615825976,84.0,10.714285714285714,6.256425268702356,150.0,10.433333333333334,5.661018144890666,313.0
2022-08-28,5,18530.36,2022,8,6,240,1,1.0,11.0,5.0,7.0,12.0,12.0,7.63762615825976,84.0,10.571428571428571,6.36957051703086,148.0,10.2,5.737955901802855,306.0
2022-08-29,16,45862.81,2022,8,0,241,0,5.0,20.0,21.0,9.0,12.0,11.285714285714286,6.84870512613606,79.0,11.071428571428571,6.509924798269262,155.0,10.333333333333334,5.827008064908224,310.0
2022-08-30,16,35981.68,2022,8,1,242,0,16.0,1.0,9.0,14.0,4.0,12.285714285714286,6.969320524371724,86.0,11.214285714285714,6.600449535140337,157.0,10.733333333333333,5.789010595789292,322.0
2022-08-31,14,31145.62,2022,8,2,243,0,16.0,5.0,17.0,14.0,1.0,11.857142857142858,6.718843437888515,83.0,11.214285714285714,6.600449535140337,157.0,11.166666666666666,5.51539121276858,335.0
2022-09-01,11,42785.84,2022,9,3,244,0,14.0,16.0,11.0,14.0,12.0,11.857142857142858,6.718843437888515,83.0,11.0,6.5515705691900425,154.0,11.133333333333333,5.513202544696719,334.0
2022-09-02,10,21948.07,2022,9,4,245,0,11.0,16.0,20.0,6.0,9.0,10.428571428571429,5.682051943243284,73.0,11.285714285714286,6.4022660823345365,158.0,11.166666666666666,5.502872812940719,335.0
2022-09-03,7,13773.359999999999,2022,9,5,246,1,10.0,14.0,1.0,2.0,20.0,11.285714285714286,4.309458036856725,79.0,11.642857142857142,5.969243514204155,163.0,10.733333333333333,5.291068162370463,322.0
2022-09-04,10,19488.8,2022,9,6,247,1,7.0,11.0,5.0,5.0,11.0,12.0,3.415650255319927,84.0,12.0,5.683985600588073,168.0,10.7,5.292480026186777,321.0
2022-09-05,17,51051.85,2022,9,0,248,0,10.0,10.0,16.0,21.0,8.0,12.142857142857142,3.625307868699919,85.0,11.714285714285714,5.2831891800396615,164.0,11.0,5.388365499724428,330.0
2022-09-06,11,25739.7,2022,9,1,249,0,17.0,7.0,16.0,9.0,5.0,11.428571428571429,3.207134902949162,80.0,11.857142857142858,5.23093083137577,166.0,11.2,5.267990521814826,336.0
2022-09-07,12,20723.42,2022,9,2,250,0,11.0,10.0,14.0,17.0,2.0,11.142857142857142,3.023715784073894,78.0,11.5,5.019193928541507,161.0,11.533333333333333,4.973955155111202,346.0
2022-09-08,12,35008.9,2022,9,3,251,0,12.0,17.0,11.0,11.0,16.0,11.285714285714286,3.0394235042349216,79.0,11.571428571428571,5.018646549301258,162.0,11.4,4.903200924941243,342.0
2022-09-09,17,33958.7,2022,9,4,252,0,12.0,11.0,10.0,20.0,10.0,12.285714285714286,3.6384193323606393,86.0,11.357142857142858,4.683968449889545,159.0,11.633333333333333,4.99988505615004,349.0
2022-09-10,3,4391.6900000000005,2022,9,5,253,1,17.0,12.0,7.0,1.0,17.0,11.714285714285714,4.750939756661728,82.0,11.5,4.363308554120574,161.0,11.166666666666666,5.1332810864634615,335.0
2022-09-11,4,11671.880000000001,2022,9,6,254,1,3.0,12.0,10.0,5.0,11.0,10.857142857142858,5.580578567035645,76.0,11.428571428571429,4.484405212499239,160.0,10.933333333333334,5.297581317553488,328.0
2022-09-12,12,34738.54,2022,9,0,255,0,4.0,17.0,17.0,16.0,13.0,10.142857142857142,4.947341758580157,71.0,11.142857142857142,4.294130929485111,156.0,10.9,5.28726511665463,327.0
2022-09-13,12,31583.07,2022,9,1,256,0,12.0,3.0,11.0,16.0,7.0,10.285714285714286,4.99046710286346,72.0,10.857142857142858,4.07350053312956,152.0,11.066666666666666,5.238671411810379,332.0
2022-09-14,9,21924.59,2022,9,2,257,0,12.0,4.0,12.0,14.0,9.0,9.857142857142858,4.947341758580158,69.0,10.5,3.9951894149763,147.0,11.066666666666666,5.238671411810379,332.0
2022-09-15,14,34891.5,2022,9,3,258,0,9.0,12.0,12.0,11.0,14.0,10.142857142857142,5.14550196542485,71.0,10.714285714285714,4.103067734654773,150.0,11.066666666666666,5.238671411810379,332.0
2022-09-16,10,17480.27,2022,9,4,259,0,14.0,12.0,17.0,10.0,14.0,9.142857142857142,4.180453381655038,64.0,10.714285714285714,4.103067734654773,150.0,10.933333333333334,5.212275519574327,328.0
2022-09-17,5,9402.19,2022,9,5,260,1,10.0,9.0,3.0,7.0,14.0,9.428571428571429,3.7352886036264326,66.0,10.571428571428571,4.2736092783192605,148.0,10.633333333333333,5.288134625375164,319.0
2022-09-18,2,5337.8,2022,9,6,261,1,5.0,14.0,4.0,10.0,6.0,9.142857142857142,4.259443290250231,64.0,10.0,4.851645240375859,140.0,10.5,5.4567263142808695,315.0
2022-09-19,22,54548.64,2022,9,0,262,0,2.0,10.0,12.0,17.0,2.0,10.571428571428571,6.477065767180495,74.0,10.357142857142858,5.541551335933956,145.0,11.166666666666666,5.602236827488122,335.0
2022-09-20,6,13569.77,2022,9,1,263,0,22.0,5.0,12.0,11.0,5.0,9.714285714285714,6.651172470932909,68.0,10.0,5.6568542494923975,140.0,11.2,5.567144999753076,336.0
2022-09-21,12,29166.44,2022,9,2,264,0,6.0,2.0,9.0,12.0,21.0,10.142857142857142,6.693991620066784,71.0,10.0,5.6568542494923975,140.0,10.9,5.254554674526282,327.0
2022-09-22,6,9773.93,2022,9,3,265,0,12.0,22.0,14.0,12.0,9.0,9.0,6.608075867199713,63.0,9.571428571428571,5.720600905960397,134.0,10.8,5.3200985212552085,324.0
2022-09-23,17,35181.51,2022,9,4,266,0,6.0,6.0,10.0,17.0,17.0,10.0,7.280109889280554,70.0,9.571428571428571,5.720600905960397,134.0,10.8,5.3200985212552085,324.0
2022-09-24,5,11758.27,2022,9,5,267,1,17.0,12.0,5.0,3.0,11.0,10.0,7.280109889280554,70.0,9.714285714285714,5.566777433040698,136.0,10.6,5.424084222721121,318.0
2022-09-25,4,8407.75,2022,9,6,268,1,5.0,6.0,2.0,4.0,20.0,10.285714285714286,6.945365018348262,72.0,9.714285714285714,5.566777433040698,136.0,10.066666666666666,5.251819608040821,302.0
2022-09-26,14,36560.4,2022,9,0,269,0,4.0,17.0,22.0,12.0,1.0,9.142857142857142,5.113008619478137,64.0,9.857142857142858,5.654911314779584,138.0,10.5,5.0086132708117415,315.0
2022-09-27,11,22126.09,2022,9,1,270,0,14.0,5.0,6.0,12.0,5.0,9.857142857142858,4.9473417585801585,69.0,9.785714285714286,5.632031624536603,137.0,10.7,4.9000351863620315,321.0
2022-09-28,12,22640.28,2022,9,2,271,0,11.0,4.0,12.0,9.0,16.0,9.857142857142858,4.9473417585801585,69.0,10.0,5.6568542494923975,140.0,10.566666666666666,4.804332336069401,317.0
2022-09-29,13,31332.0,2022,9,3,272,0,12.0,14.0,6.0,14.0,16.0,10.857142857142858,4.740906081772867,76.0,9.928571428571429,5.608568797478029,139.0,10.466666666666667,4.717782451996656,314.0
2022-09-30,17,40804.62,2022,9,4,273,0,13.0,11.0,17.0,10.0,14.0,10.857142857142858,4.740906081772867,76.0,10.428571428571429,5.918865350129807,146.0,10.566666666666666,4.825816588633079,317.0
2022-10-01,7,15051.47,2022,10,5,274,1,17.0,12.0,5.0,5.0,11.0,11.142857142857142,4.375255094603927,78.0,10.571428571428571,5.8007199250051595,148.0,10.433333333333334,4.868500677885797,313.0
2022-10-02,12,30966.54,2022,10,6,275,1,7.0,13.0,4.0,2.0,10.0,12.285714285714286,3.039423504234915,86.0,11.285714285714286,5.25398854246903,158.0,10.5,4.876049842748255,315.0
2022-10-03,9,17466.46,2022,10,0,276,0,12.0,17.0,14.0,22.0,7.0,11.571428571428571,3.154739442867098,81.0,10.357142857142858,4.271680318943934,145.0,10.566666666666666,4.840086443609139,317.0
2022-10-04,18,50442.13,2022,10,1,277,0,9.0,7.0,11.0,6.0,10.0,12.571428571428571,3.952094080237465,88.0,11.214285714285714,4.526478873143144,157.0,10.833333333333334,5.024651872197854,325.0
2022-10-05,18,35564.68,2022,10,2,278,0,18.0,12.0,12.0,12.0,17.0,13.428571428571429,4.4293394111366045,94.0,11.642857142857142,4.877060004317615,163.0,10.866666666666667,5.070083542352785,326.0
2022-10-06,29,53390.56,2022,10,3,279,0,18.0,9.0,13.0,6.0,11.0,15.714285714285714,7.341986237031646,110.0,13.285714285714286,6.450146944403352,186.0,11.466666666666667,6.055680338972321,344.0
2022-10-07,21,63119.35,2022,10,4,280,0,29.0,18.0,17.0,17.0,12.0,16.285714285714285,7.609517849690747,114.0,13.571428571428571,6.710660700182013,190.0,11.766666666666667,6.300976023647015,353.0
2022-10-08,6,9742.939999999999,2022,10,5,281,1,21.0,18.0,7.0,5.0,12.0,16.142857142857142,7.819389819088017,113.0,13.642857142857142,6.617077473153431,191.0,11.566666666666666,6.387937626999548,347.0
2022-10-09,7,10563.82,2022,10,6,282,1,6.0,29.0,12.0,4.0,17.0,15.428571428571429,8.462803768199276,108.0,13.857142857142858,6.322817566403628,194.0,11.233333333333333,6.355466467773103,337.0
2022-10-10,19,39730.82,2022,10,0,283,0,7.0,21.0,9.0,14.0,3.0,16.857142857142858,8.029706749078116,118.0,14.214285714285714,6.470983416268867,199.0,11.766666666666667,6.311911745664488,353.0
2022-10-11,16,47991.44,2022,10,1,284,0,19.0,6.0,18.0,11.0,4.0,16.571428571428573,8.017837257372742,116.0,14.571428571428571,6.417695317387195,204.0,12.166666666666666,6.181637621064566,365.0
2022-10-12,19,44485.2,2022,10,2,285,0,16.0,7.0,18.0,12.0,12.0,16.714285714285715,8.05634916725697,117.0,15.071428571428571,6.474378921377925,211.0,12.4,6.305990583673528,372.0
2022-10-13,23,47909.38,2022,10,3,286,0,19.0,19.0,29.0,13.0,12.0,15.857142857142858,6.743603671345959,111.0,15.785714285714286,6.773007188363729,221.0,12.766666666666667,6.595104419101376,383.0
2022-10-14,14,26015.68,2022,10,4,287,0,23.0,16.0,21.0,17.0,9.0,14.857142857142858,6.362090102803539,104.0,15.571428571428571,6.779088726078478,218.0,12.933333333333334,6.5597168427814925,388.0
2022-10-15,6,15131.24,2022,10,5,288,1,14.0,19.0,6.0,7.0,14.0,14.857142857142858,6.36209010280354,104.0,15.5,6.880854150914276,217.0,12.666666666666666,6.676429632945895,380.0
2022-10-16,7,13318.91,2022,10,6,289,1,6.0,23.0,7.0,12.0,10.0,14.857142857142858,6.36209010280354,104.0,15.142857142857142,7.198901015028348,212.0,12.566666666666666,6.7399137072820965,377.0
2022-10-17,21,46418.270000000004,2022,10,0,290,0,7.0,14.0,19.0,9.0,5.0,15.142857142857142,6.618876325292993,106.0,16.0,7.12525303194428,224.0,13.1,6.753543131393043,393.0
2022-10-18,15,37412.05,2022,10,1,291,0,21.0,6.0,16.0,18.0,2.0,15.0,6.60807586719969,105.0,15.785714285714286,7.105561975594286,221.0,13.533333333333333,6.425881575549652,406.0
2022-10-19,19,48992.41,2022,10,2,292,0,15.0,7.0,19.0,18.0,22.0,15.0,6.60807586719969,105.0,15.857142857142858,7.134500606286278,222.0,13.433333333333334,6.3119117456644975,403.0
2022-10-20,28,67234.69,2022,10,3,293,0,19.0,21.0,23.0,29.0,6.0,15.714285714285714,7.78276484107215,110.0,15.785714285714286,6.996466926281423,221.0,14.166666666666666,6.6854620108748355,425.0
2022-10-21,15,33764.04,2022,10,4,294,0,28.0,15.0,14.0,21.0,12.0,15.857142857142858,7.755182598937137,111.0,15.357142857142858,6.8343830159562735,215.0,14.266666666666667,6.67436337314516,428.0
2022-10-22,7,16309.52,2022,10,5,295,1,15.0,19.0,6.0,6.0,6.0,16.0,7.549834435270764,112.0,15.428571428571429,6.733547307375192,216.0,14.3,6.634029305602006,429.0
2022-10-23,8,14208.83,2022,10,6,296,1,7.0,28.0,7.0,7.0,17.0,16.142857142857142,7.358183005529106,113.0,15.5,6.641941328812306,217.0,14.0,6.710773633391361,420.0
2022-10-24,17,30714.57,2022,10,0,297,0,8.0,15.0,21.0,19.0,5.0,15.571428571428571,7.067699834626623,109.0,15.357142857142858,6.582110286540038,215.0,14.4,6.510469022777987,432.0
2022-10-25,15,41307.76,2022,10,1,298,0,17.0,7.0,15.0,16.0,4.0,15.571428571428571,7.067699834626623,109.0,15.285714285714286,6.580023046821618,214.0,14.766666666666667,6.207244562402172,443.0
2022-10-26,27,42668.14,2022,10,2,299,0,15.0,8.0,19.0,19.0,14.0,16.714285714285715,8.260635280539592,117.0,15.857142857142858,7.241516446129277,222.0,15.2,6.5936228333872435,456.0
2022-10-27,19,40863.46,2022,10,3,300,0,27.0,17.0,28.0,23.0,11.0,15.428571428571429,6.778818551368757,108.0,15.571428571428571,7.013331104889711,218.0,15.466666666666667,6.579662151128174,464.0
2022-10-28,20,54594.6,2022,10,4,301,0,19.0,15.0,15.0,14.0,12.0,16.142857142857142,6.986381310057734,113.0,16.0,7.09279157368188,224.0,15.733333333333333,6.596411424264034,472.0
2022-10-29,7,17695.61,2022,10,5,302,1,20.0,27.0,7.0,6.0,13.0,16.142857142857142,6.986381310057734,113.0,16.071428571428573,6.9886092565445175,225.0,15.533333333333333,6.770795976908451,466.0
2022-10-30,12,20914.11,2022,10,6,303,1,7.0,19.0,8.0,7.0,17.0,16.714285714285715,6.343350474165479,117.0,16.428571428571427,6.606689916164677,230.0,15.366666666666667,6.794944029778038,461.0
2022-10-31,20,49059.94,2022,10,0,304,0,12.0,20.0,17.0,21.0,7.0,17.142857142857142,6.4660284417503116,120.0,16.357142857142858,6.558695260223933,229.0,15.8,6.656083553852236,474.0
2022-11-01,20,35439.12,2022,11,1,305,0,20.0,7.0,15.0,15.0,12.0,17.857142857142858,6.466028441750308,125.0,16.714285714285715,6.615001266684848,234.0,16.066666666666666,6.658845987485942,482.0
2022-11-02,16,38691.47,2022,11,2,306,0,20.0,12.0,27.0,19.0,9.0,16.285714285714285,5.05682000583655,114.0,16.5,6.5837796018817505,231.0,16.3,6.523961140711785,489.0
2022-11-03,19,40502.29,2022,11,3,307,0,16.0,20.0,19.0,28.0,18.0,16.285714285714285,5.05682000583655,114.0,15.857142857142858,5.762706934140549,222.0,16.333333333333332,6.535491081637332,490.0
2022-11-04,9,25682.47,2022,11,4,308,0,19.0,20.0,20.0,15.0,18.0,14.714285714285714,5.407226205560068,103.0,15.428571428571429,6.047431568147663,216.0,16.033333333333335,6.661693547405223,481.0
2022-11-05,13,24831.81,2022,11,5,309,1,9.0,16.0,7.0,7.0,29.0,15.571428571428571,4.353433237386465,109.0,15.857142857142858,5.60023547385623,222.0,15.5,6.213167330425134,465.0
2022-11-06,6,12313.48,2022,11,6,310,1,13.0,19.0,12.0,8.0,21.0,14.714285714285714,5.589105048046202,103.0,15.714285714285714,5.8366029559954145,220.0,15.0,6.357184369156549,450.0
2022-11-07,22,51914.01,2022,11,0,311,0,6.0,9.0,20.0,17.0,6.0,15.0,5.944184833375692,105.0,16.071428571428573,6.069650676987902,225.0,15.533333333333333,6.2462862529684875,466.0
2022-11-08,25,46939.85,2022,11,1,312,0,22.0,13.0,20.0,15.0,7.0,15.714285714285714,6.872997543873813,110.0,16.785714285714285,6.5065478431473345,235.0,16.133333333333333,6.262825920121626,484.0
2022-11-09,22,55300.1,2022,11,2,313,0,25.0,6.0,16.0,27.0,19.0,16.571428571428573,7.27683866472118,116.0,16.428571428571427,6.02193791596498,230.0,16.233333333333334,6.333726545567243,487.0
2022-11-10,23,56717.56,2022,11,3,314,0,22.0,22.0,19.0,19.0,16.0,17.142857142857142,7.6469726347222275,120.0,16.714285714285715,6.244118111391823,234.0,16.466666666666665,6.4526569418492725,494.0
2022-11-11,23,49685.95,2022,11,4,315,0,23.0,25.0,9.0,20.0,19.0,19.142857142857142,6.9624845045565795,134.0,16.928571428571427,6.414698094871812,237.0,16.6,6.547439615394829,498.0
2022-11-12,4,27851.260000000002,2022,11,5,316,1,23.0,22.0,13.0,7.0,23.0,17.857142857142858,8.858678822273136,125.0,16.714285714285715,6.809818380370124,234.0,15.966666666666667,6.820270665745102,479.0
2022-11-13,9,17827.24,2022,11,6,317,1,4.0,23.0,6.0,12.0,14.0,18.285714285714285,8.240434570140216,128.0,16.5,7.013722812622985,231.0,15.8,6.930193807311357,474.0
2022-11-14,21,50208.33,2022,11,0,318,0,9.0,23.0,22.0,20.0,6.0,18.142857142857142,8.173709305420878,127.0,16.571428571428573,7.057067223868438,232.0,16.3,6.737184513757507,489.0
2022-11-15,18,34855.09,2022,11,1,319,0,21.0,4.0,25.0,20.0,7.0,17.142857142857142,7.603257447273763,120.0,16.428571428571427,7.002354392128938,230.0,16.666666666666668,6.509056467104448,500.0
2022-11-16,16,36169.69,2022,11,2,320,0,18.0,9.0,22.0,16.0,21.0,16.285714285714285,7.296444013222841,114.0,16.428571428571427,7.002354392128938,230.0,16.5,6.4580876853542595,495.0
2022-11-17,23,42242.54,2022,11,3,321,0,16.0,21.0,23.0,19.0,15.0,16.285714285714285,7.296444013222841,114.0,16.714285714285715,7.19432010395994,234.0,16.766666666666666,6.558402524865421,503.0
2022-11-18,23,49896.73,2022,11,4,322,0,23.0,18.0,23.0,9.0,19.0,16.285714285714285,7.296444013222841,114.0,17.714285714285715,7.010196655077345,248.0,16.9,6.645454759872906,507.0
2022-11-19,4,15412.99,2022,11,5,323,1,23.0,16.0,4.0,13.0,28.0,16.285714285714285,7.296444013222841,114.0,17.071428571428573,7.839390534731917,239.0,16.1,6.707432830257336,483.0
2022-11-20,6,8630.98,2022,11,6,324,1,4.0,23.0,9.0,6.0,15.0,15.857142857142858,7.861903319777217,111.0,17.071428571428573,7.839390534731917,239.0,15.8,6.955027950562353,474.0
2022-11-21,21,43965.159999999996,2022,11,0,325,0,6.0,23.0,21.0,22.0,7.0,15.857142857142858,7.861903319777217,111.0,17.0,7.7954621908666315,238.0,16.266666666666666,6.812429478702808,488.0
2022-11-22,29,65171.83,2022,11,1,326,0,21.0,4.0,18.0,25.0,8.0,17.428571428571427,9.324826054805584,122.0,17.285714285714285,8.175277661044014,242.0,16.966666666666665,7.009763306217667,509.0
